reply,category
잘 받았어요 개인 통관 번호와 받는사람이 달라 조금더 걸렸는데 빠르게 처리 되었네요 넘 넘 맘에 들어요 수입제품 구매시 구매자 수취인 동일하게 하는게 일 처리가 빠른거 같네요  구매시 참고하세요 ,fashion
너무 예쁘고 마음에 들어요   이고  사이즈 딱 예쁘게 잘맞아요  ,fashion
꽈배기 니트 좋라료,fashion
너무너무 좋아용   ,fashion
너무너무 좋아용   ,fashion
컬러가 사진과 다르게 좀 흐리긴하지만 다 좋은것 같아요,fashion
하마터면 팔 안들어갈뻔       팔길이 딱좋고   인데   입었어요,fashion
         핏 적당하고 이쁩니다  배송도 적당하고 다음번에도 구매예정입니다,fashion
기대하지 않고 주문했는데   좋은 상품이 무사히 배송되었네요  백화점에서 직접 구매하는 제품보다 면이 조금 더 도톰한 느낌이긴 하지만 그래도 잘 입을 수 있을 것 같습니다 ,fashion
좋아요 조카 졸업 취직 선물 했는데 만족 하네요,fashion
색상도 예쁘고 좋아요  잘 입고 있어요,fashion
넘 예쁘고 잘 맞아서 맘에 들어요 ,fashion
배송 생각보다 빨리 왔어요 만족합니다,fashion
좋아요 만족해요 감사합니다,fashion
아니 너무 옷 배질이 헐렁해요   ,fashion
연한 핑크색인데  살이쪄서 부해보이기도     ,fashion
병행이라 가격대가 좋아요,fashion
늦었지만 맘에 들어요,fashion
늦었지만 맘에 들어요,fashion
배송 빠르고 마음에 들어요,fashion
예쁘고 좋은데 팔뚝이굵은사람은 좀미운듯,fashion
너무 이쁘고 사이즈도 딱이에요   반인데    했습니다  ,fashion
세일하는 기간에 샀는데 비교적 저렴하게  좋은 재질의 옷 사서 좋아요,fashion
딸 아이가 사줬는데 만족도가 아주 높습니다  잘 입고 다녀요 ,fashion
중계업을 하려면 똑바로하셔  그질구질하게 장사하지말고,fashion
정품 맞는지 모르겠음 원래   코드 다 있는데 이건 없네요,fashion
좋은제품 싸게 잘 구입했어요,fashion
좋아요 배송은 좀느리지만 잘입고있어요,fashion
좋아요  괜찮은 가격에 구매했어요,fashion
저렴하게 잘 사서 좋아용,fashion
오늘 도착했는데 맘에 듭니다   ,fashion
너무 이쁘고 사이즈도 딱이에요   반인데    했습니다  ,fashion
선물해줬더니 좋아합니다,fashion
사이즈   인데 넉넉하고 좋아요 ,fashion
상품 만족하고 잘샀어여,fashion
   에   키로인 모델딸한테   사이즈 딱 맞아요 강추,fashion
배송이 느려서 많이 기다렸지만 잘 받았어요,fashion
사이즈도 잘맞고 좋아요,fashion
울딸 선물해줬는데 맘에 들어해서 좋아요,fashion
예뻐요   사이즈  잘맞네요,fashion
좋아요 저렴하게 잘 구매했어요,fashion
잘받앗습니다   감사합니다,fashion
해외배송에다 연휴까지껴서 늦게받았지만 만족해요,fashion
정말 예쁜 핑크색상 입니다 ,fashion
살짝 도톰한데 갠찮네욤,fashion
선물로 줬는데 조하요,fashion
한번 입어보고 색깔별로 추가구매중   뱃살도 커버되네요 ,fashion
아주 예뻐서 좋아요,fashion
이쁘네요 저렴하게구입했어요,fashion
좋은것갇아요   근 ,fashion
봄에 간편하게 입기 괜찮겠어요,fashion
아주 만족스럽습니다,fashion
가격도 저렴하고 디자인도 맘에 들어요 ,fashion
좋아요 좋아요 좋아요,fashion
사이즈 디자인 모두 좋아요,fashion
가격대비 재질이 너무 안좋습니다   ,fashion
   사이즈 인데도 슬림해보여요 ,fashion
병행이라 가격대가 좋아요,fashion
크림 색깔이 너무 예쁘당 마음에 들어요,fashion
요즘에 폴로 제품 빠졌어요 벌써  건 주문 해썽요,fashion
품질도 좋고 맘에 드네요,fashion
잘 입고 있어요   사이즈도 칼라도,fashion
남은 겨울 잘 입을거에요,fashion
편하게 잘 예쁘게 입고 있어요,fashion
따뜻하고 예쁘고 좋아요  잘 입고 다닐 듯 해요 ,fashion
저렴하게 샀고 색상 너무 이쁘고 핏도 딱 이쁨,fashion
재질이 너무 안좋습니다   가격대비,fashion
좋아요 약간진한 아이보리 마른  인데  입어도 살짝 여유있게 이쁠듯,fashion
좋아요 배송은 좀느리지만 잘입고있어요,fashion
사이즈 넉넉하게 주문하니 좋네요,fashion
기다리기 힘들지만 백화점보다 저렴해서 좋아요,fashion
생각보다 빨리 배송되었네요 무난한 크림색니트에요 ,fashion
좋아요 저렴해요   ,fashion
핑크색 너무 예쁜색감이네요,fashion
너무 마음에 즐어요,fashion
너무 마음에 즐어요,fashion
카키 엄마 선물해드렸는데 고급지고 예쁘시다요 모두행복하세요,fashion
행사할때 저렴한 가격에 구매했어요,fashion
배송이 업청 느려요 ,fashion
배송이 엄청 느려요 ,fashion
따뜻하고 예뻐요  ,fashion
기나긴 기다림이있습니다,fashion
색상 너무 이뻐서 인기폭발이네요,fashion
좋아요 좋아요 좋아요,fashion
딸아이가 좋아하네요   ,fashion
여유로운 핏이라 예뻐요,fashion
잘받았어요  딸이 만족한답니다 ,fashion
오래기다렸지만 너무예뻐서 만족이에요,fashion
색이 좀진하기는 하지만 쫀쫀하네요,fashion
전체적으로 기장이 긴편입니다  팔길이든 몸통이든  그래도 가성비 나쁘진 않네요  키가 크신 분이면 모델핏 가능하겠고    인  저에겐 란스가 딱이네요 ,fashion
정확히 일주일 만에 받았습니다  해외배송이라 걱정했는데 백화점과 동일합니다  어차피 백화점  도 비싼데 바버 전문리왁스 샵에서  번정도 세탁 리왁스 하더라도 백화점 값이라 가성비 최고입니다 ,fashion
마음에들어요  잘샀어요,fashion
바버 이뻐요  뱃지도 잘 들어있네요 추천합니다,fashion
   귀한데   여기서 구함 개이둑,fashion
배송이 빨라요   ,fashion
      키로 사이즈 딱이네요 일주일 지나니 왁스 색 빠져서 이쁩니다,fashion
배송비   만원   그래도 구매할만합니다   싸이즈미듐샀는데 약간큰듯하지만 괜차나요,fashion
선물용으로 샀습니다 상태 좋고 배송 빨랐어요 만족합니다 ,fashion
         사이즈 잘맞습니다 왁스도 많이 묻어있고 뱃지도 왔습니다,fashion
배송도 빠르고 행사 할때 저렴하게 잘 산 것 같습니다  추천합니다,fashion
이쁘네요 역시 바버입니다  저는 바버 뱃찌도 동봉되어 왔구요 배송도 생각보다 빨랐어요     우려했던 왁스는 그렇게 크게 묻는 느낌은 없는데 얼른 제 몸에 맞게 피팅되어서 편하게 입을 날이 오길 바랍니다   년을 고민했는데 이번에 구매하길 정말 잘한가같아요 ,fashion
물건을 잘 받았습니다  근데 뱃지가 안왔어요  남는 수량이 생기면 챙겨준다고 하는데   글쎄요  ,fashion
       어깨 넓은편이고 셔츠 사이즈    인데 여유있게 맞아요 저렴하게 잘사서 완전 만족합니다 배지도 들어있네요,fashion
생각보다 너  무 일찍 도착해서 넘모 죠앗구요  바버는 말해 머합니까 세상세상 이뽀링   뱃찌도 바로 꺼내서 달앗네요  저렴하게 잘 구매한거 같아 좋아 ,fashion
       사이즈 딱이네요 어깨가 넓은편이라   샀으면 작을거 같아요   년전 런던 다녀오면서 인터내셔널 한벌 사왔었는데 그때보니 실밥같은거 마감은 다 안돼있더군요 이 또한 바버 전통인가 봅니다     배송도 열흘 되기 전에 도착했고 가격도 저렴하게 샀고 디자인 사이즈 다 맘에들어서 별  개 드립니다  ,fashion
제품 좋아요 해외배송인데도    니까 믿고 사네요,fashion
이뻐요 감사합니다 잘 입을게요 ,fashion
사이즈좋고 뱃지 완벽합니다 역시 바버 ,fashion
감사합니다 잘입을게요  ,fashion
실밥이 좀 많은데  나머지는 품질 좋습니다,fashion
주문하고  일만에 받은것같아요 배송정말빨라요 딱맞게입으려고    삿는데 만족합니다 ,fashion
잠바 재질 환상적이네요  굿굿,fashion
고급져요  정말 잘산것 같아요,fashion
배송 빠르고 잘삿습니다 개이덕,fashion
이뻐요 등부분 뜰수도잇으니 조심  ,fashion
저렴한 가격에 바버를 구입해서 좋아요,fashion
