reply,category
항상 무난하고 트러블없이 잘쓰고있어요 가격만 좋으면 무조건 구매하려구요 쟁여놓고 막 쓰기에 좋아요 건조한 날씨에도 당김없이 잘쓰고있어요  계절 내내 써도 트러블없고 당김없고 정말 좋아요,cosmetics
 거품이 잘 나며 세정도 잘되는 편이에요   향도 은은하고   세안하고 나면 약간 건조한 느낌도 나는거 같은데   환절기아 그럴수도 있겠네여  ,cosmetics
촉촉한 느낌을 원하면 이 제품 권하고 싶습니다  개운하면서 뽀득뽀득한 느낌 원하면 레몬 추천드려요  가격대비 너무 좋은 제품 입니다 ,cosmetics
폼클렌징 잘못쓰면 트러블일어나서 신중하게 고르는 편인데    지인추천으로 사본건데 진짜 순하네요  크기도 작아서 여행가서 요긴하게 쓰고 있어요 강추입니다 ,cosmetics
폼자체는 너무 괜찮아요 그치만   용량이 너무 많이 차이나네요 기존쓰던거 생각하고 주문했는데 기존에서 절반이나 작아진 미니어쳐가 되었네요 이렇게나 용량이 차이날수가   실망,cosmetics
집에서 편리하게 받아서 좋고 가성비 좋고  순한 세정력을 느낄 수 있고 다른 제품도 사용 해 보고 싶어요,cosmetics
세일해서 저렴하게 샀네요  세정력이 좋은게 가장 마음에 듭니다     조금만 써도 쫀쫀하게 잘 닦여요  ,cosmetics
세정력이 엄청 잘 되는 클렌징 폼이라기 보다 자극도 강하지는 않고 세정력도 어느정도 되는 가성비 좋은 클렌징폼 같네요,cosmetics
역시 명불허전이네요 세정력 좋구요 향도 순합니다 지성용이라 얼굴기름도 잘없어지고 다음에 또 구매할게요,cosmetics
아주좋아요만족합니다 세정력도 좋고 만족합니다 향도은은하니 거품도 풍성하니 좋아요 재구매의사있어요,cosmetics
늘 쓰는 제품이예요 가격도 저렴하고 가격대비 데일리용으로 쓰기 괜찮아요 거품도 풍성하고 향도 강하지 않고 세안후 당김도 덜해요 재구매 의사 있어요,cosmetics
가격이 너무 저렴해서 약간 불안하기도 했는데   세정도 잘되고 무난하게 잘 쓰고 있습니다  크기가 작아서 금방 쓸줄 알았는데   조금만 사용해서 거품이 잘나고 세정이 잘되서 꽤 오래 쓸 수 있을것 같네요 ,cosmetics
자주 구매중인 상품입니다 매번 만족하고있습니다 앞으로도 계속 구매하려고 생각하고있습니다 세정력도 좋고 세일가격에 구매해서 더 만족하며 사용하고있습니다 ,cosmetics
산뜻한 향기가 좋아요  냄새가 좋아요  가격이 저렴해서 좋아요  세일을 자주 해 주세요  또 구매할 생각이 있어요  구매할 때 도 세일을 했으면 좋겠습니다 ,cosmetics
폼클렌징 잘못쓰면 트러블일어나서 신중하게 고르는 편인데    지인추천으로 사본건데 진짜 순하네요  크기도 작아서 여행가서 요긴하게 쓰고 있어요 강추입니다 ,cosmetics
부드러운 풍부한 거품이 생성되었고 피부 마사지 자극이 매끄러웠어요  촉촉한 보습효과가 유지되어 산뜻한 느낌이 좋았구요  지속 사용하면서 건강한 피부를 만들기 위해 노력해야겠어요  ,cosmetics
마스카라 등은 잘 지워지지 않아요  하지만 썬크림이나 팩트 등 가볍게 바른 경우 깨끗하게 세정되는 느낌입니다  가성비 좋아요 ,cosmetics
민간성용이라 믿고 구입했는데 자극은 없는 편이네요  세안 후 약간의 당김은 있지만 가성비는 좋습니다,cosmetics
온더바디 내츄럴 클랜징폼 좋아요  이 시리즈로 아보카도  올리브   레몬 등을 계속 아침 세안용으로 모든 가족이 잘 사용하고 있어요 ,cosmetics
