reply,category
믿고 쓰는 제품이어요,kids
노인환자를 돌보는데 편리하게 잘 사용하고 있읍니다 ,kids
사이즈도 크고 도톰하고 좋아요 이것만 써야겠다싶어요,kids
하기스는 믿을만하네요,kids
기저귀 후기만 믿고 구매했는데 첫날부터 흡수력이 약한건지 옷이랑 이불이랑 다 새버렸네요 몰아싸는 오줌이라 한번씩 윗옷까지 소변이 묻은적은 있는데 이번처럼 이불까지 몽창 젖은적은 첨이라 당황스럽네요 밴드랑 부드러워서 좋긴했는데 젤중요한 흡수력이 꽝이네요,kids
발진없고 좋아요   냄새안나요,kids
발진 안나고 밴드부분이 부드러워서 좋아요,kids
항상 쓰건 기저귀인데 이번엔 쓱에서 주문 어요 너무 좋아요,kids
첫째때부터 썼어요 부드럽고 좋아요,kids
제품 가격 배송 모두 만족합니다,kids
부드러워서 좋습니다,kids
좋아요 좋아요 좋아요,kids
부들부들해서 늘 이용하는데 왜 가격이 공홈보다 비싼건지   ,kids
늘 쓰는 기저귀 부드러워서 포기못해요 기저귀 옆에 찢을때는 좀 불편하고 가끔 잘 못 입히면 새기도 하는 단점은 있어요,kids
부드럽고 흡수도 잘되서 좋아요,kids
촉감이 부드러운건 완전 인정하지만 기저귀 양옆에 뜯느부분 힘줘서 뜯어야하는게 어렵고 밤기저귀로도 쓰지만 가끔 새는데 짜증나요 소변 많은 아들들은 조심해야해요,kids
처음 구매해봤는데 엄청 부드러워서 좋았어요  팬티형 기저귀 벗길때 옆라인이 좀 질겨서 힘줘서 찢어야해요  아기 키로수에 맞게 샀는데 급할때 잘못입히면 소변이 새더라구요 가운데에 잘 맞춰줘야해요   ,kids
네추럴블라썸이 기저귀 중 흡수력도 좋고 발진도 없는것 같아서 자주 애용하고있습니다,kids
부드러운 촉감과 흡수력이 좋아서 자주 애용하는 기저귀입니다 ,kids
좋아요 좋아요 좋아요,kids
아이가 잘 사용하고 있어요 ,kids
아이가 잘 사용하고 있어요 ,kids
잘쓰고있습니다   ,kids
배송도 빠르고 항상 잘이용하고있는 상품입니다,kids
아이가  개월 부터 발진 없이 늘 쓰는 기저귀 입니다 흡수력도 좋고 밤 낮기저귀 따로 나눠쓰지 않고 하나로 끝  가격이 조금 낮아지면 더할 나위 없는 국민 기저귀 등극 될 겁니다,kids
아기가 잘 사용하고 있어용 부드러워요 ,kids
비싸지만 부드럽고 피부약한 신생아한테 좋은데 색상변하는 표시 구분이 빠르지 않아서 기저귀 갈아줘야하는지 아닌지 헷갈려요 ,kids
외출할때 휴대하기 편하고 좋아요 ,kids
겉느낌 빳빳  안커버 매큰  부드러운편  분유 먹이는 도중 땀남,kids
