reply,category
겨울바지로 딱이에요  기모가 많이 들어가면 실내에서는 덥고 답답한데 적당히 얇게 들어가서 따뜻하고 핏이 이쁘네요  오자마자 뜯어서 입고 사진 찍고 몇번 나가서 입어보고 난 후에 후기 올려요  정장바지로도 손색이 없네요  허리밴드는 두터운게 얼마나 편한지  아기 낳은 엄마라서 허리밴드 두터운게 넘 맘에 드네요  티셔츠 하나에 입어도 바지 핏이 살아 고급져 보여요 ,fashion
사진에서 보는 핏처럼 날씬해보이고 편해서 다른색으로 추가구입했어요  평소 미디엄이 좀 타이트할때가 있는데 이 바지는 미디엄이 편하게 잘 맞아요 ,fashion
검정에 가까운 네이비입니다  허리밴드가 부드러워 착용감이 좋고 라인도 예뻐서 자주 입게 됩니다  다만 한가지 옷이 무게감이 있습니다 ,fashion
핏 예뻐요 제가 좋아하는 스타일 입니다  그래서 즐겨 입는답니다,fashion
사이즈가 많이 넉넉함 담에는 한치수 아래로 사야할것 같아요 ,fashion
검정 미디엄 사이즈가 대체로 크게 나온듯해서 네이비 스몰로 재주문했는데 딱 맞아요  네이비 스몰 하나 더 주문하려는데 품절이네요 ,fashion
길이감이 약간 있어요 제가 키가 작아서 그런가   뱃살커버용 밴드가 길어요 기본 팬츠로 입기 편해요,fashion
기모가 얇아서 활동성이 좋아요 엄청 따뜻하진 않지만 어느정도 추위는 막아줘요 실내서 입기에는 만족합니다  야외활동시에는 좀 추워요,fashion
  사이즈가 크게 나온거같아요   사이즈로 더 주문했는데 어떤지 봐야겠어요  블랙  는 없나봐요 ,fashion
허리밴딩이 두꺼운 거 치고 밑위길이가 그리 길지 않고 바지가 쑥 들어가는 게 너무 편해요  새 옷 냄새는 너무 심해요 ,fashion
핏도 이쁘고 완전 편해요  ,fashion
사이즈 딱 적당하고 밴드 아주 편합니다  무업보다 길이감이 좋아서 가장 맘에 드네요 ,fashion
       사이즈 착용감 아주 좋은데  길이가 조금 길어 수선을 해야하나 생각중  우선 세탁했으니 건조후 봐야겠어요  다른컬러 재구매예정입니다,fashion
바지가 무겁고 저 모델과 같은 핏은 아닙니다  코스트코에서도 똑같은 재질로 발목 디자인만 다른데 만원 더 저렴하네요 ,fashion
핏이 예쁘고 좋으네요  출근복으로도 손색이 없겠어요  따뜻한 것은 좀 별로에요  편한 바지로 적당하네요 ,fashion
이 바지 좋아요 구김도 안가고 안쪽은 너무 두껍지 않게 부드러운 기모천 같이 되어있고 겉은 그냥 일반 정장바지 같아보입니다  길이도 좋고 직장에서 입기 좋아요  완전 출근복입니다 ,fashion
바지 핏 이뻐요 소재도 편하고 가볍고 한겨울은 추울것같아요  허리는밴드지만 커요  ,fashion
검정색 사고 편해서네이비도 구매했네요 외출복으로 입다가 허접해지면 집에서 입어도 편할듯요,fashion
저렴한 가격에 품질도 만족해요 조금 사이즈가 크게 나온거 같네요 ,fashion
넉넉하고 따뜻하고 좋은데 허리 밴드가 너무 두꺼워서 뒤집어질랑 말랑 해서 위에 니트나 셔츠입을때 안에 밴드가 불룩 튀어나온다고 해야하나  암튼 그걸로 인해 테가 안이뻐요  단품이아닌 꼭 가디건 같은 겉옷을 입어야해요 ,fashion
바지 핏도 이쁘고 편하고 좋아요 단지 단점이라면 무릎이 좀 나오네요,fashion
한겨울용은 아니에요  찬바람이 술술 느껴지는 롱코트등 긴기장 겉옷을 입어야 한답니다 ,fashion
허리밴드가 일반 바지  사이즈에 비해서 크네요 많이 ,fashion
편안하고 소재가 촤르르 떨어지는 느낌입니다  잘입고 있어요 ,fashion
기모가 꽤 두툼해요 편하구뇨  사이즈는 꽤 넉넉하게 나왔어요,fashion
한 겨울에 입기엔 좀 얇아요 고무밴드가 조금 여유있었음 더 좋았을거같아요,fashion
라지사이즈가 조금 커서 엠으로 시켰더니 딱 맞고 좋아요  벨트가  고 아주 편안합니다 ,fashion
스판이 좋습니다  무릎이 나오지 않습니다  기모가 많지는 않지만 정장바지로 좋습니다 ,fashion
넘 커요 착용감은 좋은것 같은데 사이즈는 신중히 고려해야   ,fashion
모양 예쁘고 허리 편하고 좋아요  사이즈는 큰 편이라 한치수 작게 입어도 될 것 같아요 ,fashion
바지 핏도 이쁘고 편하고 좋아요 단지 단점이라면 무릎이 좀 나오네요,fashion
