reply,category
가볍고 따듯해요 목도,fashion
겨울은 잘 보내게 해주었다,fashion
따뜻해서 잘 입어용   ,fashion
잘쓰고 있어요 따땃해요,fashion
쫀쫀하니 가성비 좋고 다 좋아요,fashion
적당한 두께 도톰하니 따뜻하고 좋습니다 ,fashion
잘받았어요 감사합니다,fashion
잘받았어요 감사합니다,fashion
밖에서 일하는 사람한테 좋아요,fashion
쫀쫀하니    아요,fashion
대체로 만족 부드러운 감촉도 좋고,fashion
겨울철에 속내의로 적당합니다    ,fashion
두개 구매 했습니다  아주 따뜻해서 만족 합니다  감사합니다 ,fashion
두껍기는 한데 싼티가 좀 나요,fashion
   순면 기모 목티 겨울 남자 폴라티,fashion
   순면 기모 목티 겨울 남자 폴라티,fashion
속에입기는너무두꺼워요,fashion
일할때 입으려고 구입했는데 포근하고 따듯하네요,fashion
잘 받았습니다  감사합니다 ,fashion
배송 빠르고 따뜻해서 좋아요  아주 만족 합니다 ,fashion
따뜻하게 잘 입고 있습니다 ,fashion
생가보다 색상도 좋구 착용감도 좋아요,fashion
두툼해서 엄청 따뜻하네요,fashion
현장작업복으로입기편해요,fashion
현장작업복으로입기좋네요,fashion
따뜻하고 색상도 좋아요 ,fashion
뜨신데요   굳굳좋아요,fashion
뜨신데요   굳굳좋아요,fashion
도톰하고 따스해서 좋아요 ,fashion
두꺼워서 입기 가 불편합니다,fashion
편안하고 잘 맞네요 ,fashion
코트 안에 입기에 좋습니다  색깔도 이뻐요 ,fashion
가격대비 품질이 좋아요 세탁 후에도 변형이나 보풀이 없네요,fashion
겨울에는 한장만 입기에는 얇아요  그래도 촉감은 좋아요 ,fashion
겨울에는 한장만 입기에는 얇아요  그래도 촉감은 좋아요 ,fashion
상품 너무 좋습니다 ,fashion
상품 너무 좋습니다 ,fashion
저렴히 잘샀엉  소매가 조금 아쉽네요,fashion
저렴하게잘 샀어요  좋이 요,fashion
가벼워서 착용하면 좋을거 같아요,fashion
생각보다 얇네요 촉감은 괜찮습니다,fashion
재질도 부드럽고 탄탄하고 좋아요,fashion
부드러위 착용감이 좋아서      ,fashion
배송도 빠르고 상품도 좋습니다 ,fashion
배송도 빠르고 상품도 좋습니다 ,fashion
부드럽고 따뜻합니다 질이좋네요,fashion
부드럽고 따뜻합니다 질이좋네요,fashion
항상 배송 최고입니다,fashion
항상 배송 최고입니다,fashion
