reply,category
강아지 키운지 개월 돼 갑니다  데려온지 첫주만 사료를 잘먹더니 사료를 참 여러번도 바꿔가며 먹게 됐습니다 하림 세가지만 자연드림 병원추천사료 애견샵 곤충사료 올바른끼니  닥터독 더마독 샘플 모조리 주문해보고 사료도 직접 사봤는데 손도 안댄것도 많고 마트서 사는건 미덥지 않다가 주말에 우연히 마트를 지나다 정말 습식에 황태 맛이 난다고 잠깐 본게 다 였는데 그때까지 야채 다섯가지 쪄서 일일이 사료 갈아서 매일 주던때 였거든요  오리 황태맛을 드뎌 기존사료 밀어내고 먹기 시작했고 두봉 남은 상태인데 또 질린듯,animal
항상 구매하는 상품이에요,animal
사료에 늘섞어먹여요 잘먹어요,animal
감사합니다 유용하게 잘 사용중입니다,animal
울 강아지가 넘 잘먹네요,animal
늘 구매하는 상품입니다  만족합니다 ,animal
자주구매 재구매추천,animal
다른 비싼 사료보다 이 사료만 먹어서 늘 주문합니다,animal
푸들인데 엄청 잘먹네요   계속 구매하는중  ,animal
푸들인데 엄청 잘먹네요   계속 구매하는중  ,animal
간식용으로도 잘먹어요 아이들이잘먹어요,animal
입이 꽤 짧은  년차 푸들이 먹기에 좋은거 같아요 몇번 먹여봤던 사료여서 이번에도 시켰고 여태까지처럼 지금도 좀 남기는 날도 있지만 잘먹고 있습니다  입자는 말랑한편이고 꽤 커요 그래서 작은입자를 싫어하는 저희집 강아지한테 맞고요 이제 노견이 되다보니 너무 딱딱하기만 한건 잘 못먹어서 조금 일찍 시작하는 감도 있지만 이 사료는 잘먹어요  잘 안먹는 날은 전자렌지에   초 돌려서 한번 후후 불어주면 더 잘 먹는답니다   ,animal
다른걸로 바꿔보려고 했는데 습식제품을 좋아해서 다시 신청했습니다 ,animal
사료를 안 먹는 아인데 이 사료는 잘 먹네요  ,animal
     잘 먹어요  뗌볘  니다 건강사료라 감안하고 줍니다,animal
좋아요 만족합니다 다음에 또 구매할께요 많이 많이 파세요,animal
강쥐들이 잘먹어요 간식으로주는데 손교육시키기에 불량식품보다 나은것같아요,animal
 킬로 시츄  살인데 너무 잘 먹어요 원래 건식보다 습식 사료를 잘 먹는데 섞어 주면 이것만 골라 먼저 먹어요,animal
주던 사료가 갑자기 떨어져서 급 주문했어요  강아지 두마리 다 잘 먹긴 하는데 한 마리는 토하더라구요 ,animal
우리 강아지가 이렇게 사료를 좋아하는지 몰랐네요 다른거 먹을 때와 너무 달라요 소포장으로 나누어 있어서 정말 좋아요,animal
강아지 키운지 개월 돼 갑니다  데려온지 첫주만 사료를 잘먹더니 사료를 참 여러번도 바꿔가며 먹게 됐습니다 하림 세가지만 자연드림 병원추천사료 애견샵 곤충사료 올바른끼니  닥터독 더마독 샘플 모조리 주문해보고 사료도 직접 사봤는데 손도 안댄것도 많고 마트서 사는건 미덥지 않다가 주말에 우연히 마트를 지나다 정말 습식에 황태 맛이 난다고 잠깐 본게 다 였는데 그때까지 야채 다섯가지 쪄서 일일이 사료 갈아서 매일 주던때 였거든요  오리 황태맛을 드뎌 기존사료 밀어내고 먹기 시작했고 두봉 남은 상태인데 또 질린듯,animal
재구매상품 평범하지만 쓸만험,animal
강아지가 이것만 먹어요,animal
강아지가 이것만 먹어서 매번 대량구매해요,animal
소화가잘되는것같아요,animal
항상시키는거예요 좋아여,animal
재구매상품 평범하지만 쓸만험,animal
탄산수 저렴하게 살수있어 좋아요 자주 구매해요,animal
적은양이지만 강아지건강을위해,animal
항상 구매했어요 감사합니다,animal
강쥐들이넘잘먹어서매주시켜요,animal
너무잘먹어요 노즈워크할때 넣어주기도 사이즈가좋아요,animal
배송빠르고만족합니다,animal
  강쥐가 느므 잘먹었어여 매벚 강제로 구매하게 되네요그리싸지  아서 망설이게는 되믄데   아이가 좋아하니 이거원,animal
기호성이 좋으나 다른분 말처럼 토한적이 몇 번 있습니다  그래도 천천히 먹으면 소화도 잘 되고 버리는 사료가 거의 없어서 재구매 중입니다,animal
아이들이 좋아해서 구입하게 되네요 계족 주문할듯합니다,animal
노령견 처음 먹어본건데 잘 먹어요 개별포장이라 좋아요 습식이라 이가 약한 노령견에게 좋네요  잘먹어서 더 구입할 예정이에요  소포장의 양이    그램도 있었으면 좋겠어요  사료의 원재료가 맘에 들어요,animal
우리 입짧은 강아지가 안먹어요  후기가 좋아서샀는데    다른거 먹이다갸 다시 시도해보려구요  ,animal
배송도 잘 포장 되어서 옵니다 ,animal
사료 특유의 냄새도 안나고 두마리 다 잘먹어요  ,animal
울강쥐들 간식용   넘 잘먹어요  말랑말랑해서 그런지 간식인줄   ,animal
저희집 강아지는 이사료만 먹네요,animal
매번 구매하는 제품입니다  만족합니다 ,animal
너무좋아요 재구매할예정이예요,animal
항상 구매하는 제품입니다,animal
말랑해서 잘먹어요 노견이라 말랑사료 찾고있습니다,animal
간식용으로 말랑한 해피밀을 준비해놔요,animal
간식겸해서 먹이는데 맛있게 잘먹어 이뻐요 사료가 맛있나봐요 ,animal
강아지가 잘 안먹고 자동 급식기에 절대로 쓰지마세요 애기가 안맞는지 배탈을 하네요,animal
강쥐들간식으로 먹이고잇는데잘먹어요,animal
울강쥐들 쟁여놓고 먹어요,animal
건조사료와 섞여 먹인지 오래 됐어요  잘 먹어요 ,animal
좋아요 자주주문해요,animal
입맛 까드로운 푸들이라서 이사료만 먹습니다 ,animal
항상구매하는 제품입니다 만족합니다,animal
항상구매하는 제품입니다 만족합니다,animal
항상구매하는 제품입니다 만족합니다,animal
항상구매하는 제품입니다 만족합니다,animal
항상구매하는 제품입니다 만족합니다,animal
항상구매하는 제품입니다 만족합니다,animal
다른 사료에 비해서 잘 먹어서 꾸준히 주문합니다 ,animal
사료 처음 바꿔봤는데   너무 잘 먹어요    ,animal
애기가 넘 잘 막어요 변도 냄새가 덜한거같아요,animal
매번시키는거에여 강아지가 잘먹어요,animal
매번시키는거에여 강아지가 잘먹어여,animal
착한가격에 구매합니다,animal
  강쥐가 잘먹어여 아주 순삭을 하셔서리 잘먹고있네료 감사합니다 또구매할게요,animal
우리강아지 콩이가 이사료 먹고 눈물자국이 없어지고 눈물냄새도 없어져서 너무 좋아요 ,animal
습식사료인지 모르고 샀는데 강아지가 진짜 잘 먹네요 재구매 의사 있어요,animal
강아지가 이것만 먹어서 세일할때 사놔요 엄청 잘먹어요,animal
강아지가 맛있어하네요 말 랑해서 좋은가봐요,animal
울집강아지가 간식먹듯이 먹어서 또 사봤어요 너무 잘먹어서 일반사료랑 섞어서 줍니다,animal
이갈이하면서 사료먹을때 힘들어해서 샀는데  안먹네요  근데 유전자변형얘기는   좀 싫으네요 ,animal
  살된 반려견입니다 사료를 안먹어서 걱정이 많이 됐어요 하루에 한끼정도 밖에 안먹고 안쓰러워서 간식을 챙겨 주게 되더라고요 마침 사료구매할 시기라 뭘 먹여야 잘먹을까 걱정 하면서 이마트몰에서 폭풍 검색 하다가 황태랑소고기 야채들어간 건강한 재료로 만들고 촉촉한 타입이라 해서 바로구매해서 다음날 도착했어요 혹시나 하고 한알 줬는데 대박 간식먹듯 정말 잘먹습니다 앞으로도 좋은 재료부탁합니다,animal
원래 건식사료와 이 사료를 섞어 급여했는데 건식 백퍼로만 바꿔 봤어요  왜냐면 이 사료가 기호성이 너무 좋아 섞어 먹여도 살찔까봐서요  근데 건식만 먹이니 변이 너무 딱딱하게 나와서 다시 이 사료를 섞어 급여했더니 예전처럼 정상변으로 나와 계속 섞어 먹이려구요  양은 철저하게 지켜야죠 ,animal
항상감사합니다 늘조아요,animal
우리집 강아지 주식임 잘 먹어요,animal
잘먹어요 다른거먹다 먹는데  살인데 잘먹네요,animal
울 까칠한 댕댕이 딸램 최애식 반건조라 좋아요,animal
크기도 적당하고 말랑해서 잘 먹어요,animal
