reply,category
없으면 안되는 간식중에 최고봉   질릴만도 한대 오리말이는 진짜 줘도줘도 좋아해요    얼마나 맛있는지 저도 맛보고 싶은정도에요  친구애기가 먹이는거 보고 사줘봤는데 아주 환장을 하네요    세일하거나 쿠폰있을 때 대량 쟁여놓는 상품이에요   치킨말이도 고구마말이도 이 집 간식은 다 기호가 좋은거 같아요 다른 강아지들도 잘 먹네요 천연소가죽개껌에 오리가슴살을 첨가한 치석제거와 스트레스 해소에 도움주는 건강간식이라고 천연재료를 사용했다고 나와있어서 더 믿을만 하고  유통기한은 일년정도 되는데 이삼개월정,animal
강쥐기 좋아해서 삽니다              ,animal
걍쥐가 뼈뜯듯이 잘먹습니다,animal
울댕댕이 최애간식  매장방문시 가끔 세일하길래 건대이마트가봤는데 품절 되었더라구요  가끔 오리살이 붙으나마나 한게 있는데 균일하게 신경써줬음 좋겠습니다 ,animal
처음 주문했는데 강쥐가 아주 잘먹네요 좋아요 빠른배송도,animal
너무 잘 먹어서 할인 언제 또 하나요 할인 하면 좋겠어요,animal
강아지가 너무 잘 먹고 향도 좋은 편인거 같아요  잘 먹어주니 계속 구매하는데 품절 되는 경우도 있어서 조금 더 안정적으로 수급되길 원해요 ,animal
유통기한은 있지만 가능하면 냉장고에 두고 먹이고 있고요  중국에서 만든거라 찝찝하지만 그나마 이게 제일 나은듯해서 주문해요  맛있나봐요  잘 먹거든요,animal
배송도 너무 빠르고 아주 잘썼어요    아주아주잘쓰고있어요 으주좋아요 아주 잘쓰고있어요 매우 저렴하게 구입했어요 아주좋아요   주좋습니다 아주좋아요    아주좋아요 매우좋습니다배송도 너무 빠르고 아주 잘썼어요    아주아주잘쓰고있어요배송도 너무 빠르고 아주 잘썼어요    아주아주잘쓰고있어요 으주좋아요 아주 잘쓰고있어요 매우 저렴하게 구입했어요 아주좋아요   주좋습니다 아주좋아요    아주좋아요 매우좋습니다배송도 너무 빠르고 아주 잘썼어요    아주아주잘쓰고있어요 으주좋아요 아주 잘쓰고있어,animal
친구네 강아지 주려고샀는데 품질무엇  넘조음,animal
울 강아지가 잘 먹어서 매번 구입합니다,animal
예민하고 입도 짧은 우리아기가 그나마 하루에 하나씩 먹는 간식이에요    적당히 단단해서 거부감이 없는것같아요  올해부터 떨어지지않고 주문하고있네요     개별포장으로 나눠서 포장되어 있는것도 장점중 하나구요  개별포장을 개봉 후 에는 냉동실에 넣어두고 주는데 변색도 안되고 너무좋아요 ,animal
강아지가 제일 좋아하는 간식인데 세일해서 싸게 샀어요 감사합니다,animal
울 강아지가 제일 잘 먹고 좋아해요,animal
우리 설이가 아주 좋아해요    간식 유혹을 못 참고 있어요     맛있나봐요,animal
복불복인지 모르겠지만 지난번 온게 너무 마르고 딱딱해서 먹이면서도 오래된건가 보관이 잘못된게 온건가 의심이 되더라구요  울 애덜은 엄청 좋아하지만 말랑해서 사는거였는데 아숩,animal
우리 설이의 최고의 간식 너무 좋아해요,animal
항상 구매하는 간식입니다  정량보다 너무 먹어서 걱정입니다  가죽심지가 조금더 단단했으면 좋겠습니다 ,animal
우리 강아지가 정말 좋아해요 너무 커서 반 잘라주는데   초면 다 먹네요 너무 딱딱하지 않아서 좋아요,animal
애들이 엄청 진심으로 좋아하는 간식이에요 외출시 출근시 한개씩 주면 슬프고도 맛나게 잘 먹습니다 ,animal
없으면 안되는 간식중에 최고봉   질릴만도 한대 오리말이는 진짜 줘도줘도 좋아해요    얼마나 맛있는지 저도 맛보고 싶은정도에요  친구애기가 먹이는거 보고 사줘봤는데 아주 환장을 하네요    세일하거나 쿠폰있을 때 대량 쟁여놓는 상품이에요   치킨말이도 고구마말이도 이 집 간식은 다 기호가 좋은거 같아요 다른 강아지들도 잘 먹네요 천연소가죽개껌에 오리가슴살을 첨가한 치석제거와 스트레스 해소에 도움주는 건강간식이라고 천연재료를 사용했다고 나와있어서 더 믿을만 하고  유통기한은 일년정도 되는데 이삼개월정,animal
강아지가 다른 간식은 잘 안 먹는데 이건 잘 먹어요   양도 많아서 좋아용,animal
우리 아가는 이거 없으면 안되요 아침에 일어나면 하나 뚝떠  ,animal
울토토 인생간식 이것만 드심,animal
댕댕이들이 좋아함요,animal
사람 식사때나 간식때 강아지도 뭘 먹어야하는데 양이 적어서 수시로 먹이기에 부담이 없어서 좋아요,animal
늘먹던거라재구매입니다 ,animal
우리강쥐가너무좋아해요 기호성아주굿,animal
잘 먹어서 항상 구매합니다 감사합니다,animal
인터넷 이마트몰에서 주문해서 받았어요,animal
아가들이 좋아해요  우유껌이 적당히 말랑해서 겉에 고기랑 잘도 씹어 먹네요,animal
좋아요 맛있어요 만족합니다 항상구매하는 제품이예요,animal
댕댕이들이 너무좋아해서 쎄일기간중 주문햇어요 추천해요,animal
뚝딱 아침저녁으로 해 치웁니다  할인해서 조금 저렴하게 구매 굿,animal
아이가 잘먹네요 우유껌 부분도 말랑해서 안남기고 다 먹어요 ,animal
세일이라 무조건 구매    늘 사던 제품이에요 저희강아지도 엄청 잘먹어요  ,animal
저희 강쥐 말잘들을때 특별간식이에요 엄청 좋아해요  ,animal
잘 먹기는 하는데 과연 안전할까 하는 생각을 꾸준히 하게 됩니다 ,animal
우선 강아지가 난리납니다  게눈감추듯 해치워요    ,animal
오리말이 스틱 간식용으로 주기에 딱입니다 추천해요  ,animal
간식을 많이 접해보지 않은 시골에서 키우는 반려동물입니다  처음 먹어보는데도 기호성 매우 높고 너무너무 잘먹어서 만족했어요    너무 잘먹고 산책할때 스틱으로 놀아주면서 즐겁게 간식놀이 했습니다  포장도 꼼꼼히 잘 되어 있고   개씩 개별 포장이 되어 있어서 오래 보관하고 먹을 수 있을 것 같아요  소형견 강아지라서 하루에  개만 먹어도 충분해서 하나 구매하면 한달은 먹을 수 있답니다  이마트에서 할인해서 샀는데 가성비도 좋고 합리적인 금액대라 여러번 구매하기 부담 없습니다  혹시나 강아지가 간식을 잘 안,animal
울 댕댕이 최애간식이에용  ,animal
잘먹어서 재주문입니다,animal
개아드님이 젤 좋아하는 간식이예요    상하게 요 오리말이도 다른 브랜드꺼는 잘 안먹는데 요거는 아주 환장해요 ,animal
울집 귀염둥이 코코 간식으로 자주 구매하는 상품입니다  정상가 일때는 부담스러운디     세일해서 구매했어요,animal
만족합니다 감사합니다,animal
순식간에  조각으로 제대로 씹지도 않고 삼켜서 몇 번 토해내서 한동안 안 사줬는데 오랜만에 사줬더니 너무 좋아하네요 ,animal
 개월을 접어드는 멍멍이에게 주려고 주문하였는데 너무 잘먹고 그전에 다른곳에서 구매한 것보다 보관도 편하고 배송도 빠르게 와서 너무 좋와요 ,animal
요번꺼는 좀 부드러운지 스틱껌까지 순삭 하네요,animal
배송도 항상 너무너무 빠르고 제품도 너무너무 좋아요    잘 사용하고 애용하고 있습니다  주변의 다른 지인들 에게도 완전완전 추천하였습니다  많이 많이 파시고 좋은 하루 보내세요오 ,animal
배송도 빠르고 좋아요 잘먹어요,animal
강쥐 두마리가 아들 과외 샘만 오면 엄청 흥분하고 짖어대서 오리말이 스틱 하나씩 줘요  주면 눈 깜짝할 사이 다 먹어 버리는게 흠이지만 강쥐들이 좋아해요,animal
