reply,category
카트리지 여러군데 비교해서 저렴하게 잘 구매했어요 ,digital
아이들이 구매해서 사용하고 있는데    친구들과 놀라가면 항상 핸드폰 촬영후 인화해서 친구들과 한장씩 나누드라구요    정말 요즘 사진인화 해본지가 언제인지     정말이지 까마득합니다,digital
코닥 카트리지 잘 받았어요 최저가로 할인중이라 넘 조아요,digital
딸아이 취미생활로 사진찍어 인화해서 집안곳곳에 잘 붙여두고 있습니다  잘 쓰고 있어요 ,digital
최고예요 ,digital
싸게 잘 산 것 같아요,digital
좋아요  저렴하게 샀어요,digital
편해요 좋아요 굿굿,digital
코닥 미니샷 가성비대비 좋습니다 강추,digital
이마트몰에서 저렴하게 구매했어요,digital
카트리지 여러군데 비교해서 저렴하게 잘 구매했어요 ,digital
좋아요 좋아요 좋아요,digital
싸게 잘 샀어요 유용하게 잘 사용하고 있어요,digital
급하게 샀는데 잘 받아서 잘 쓰고 있어요 ,digital
저렴하게 잘구매 했습니다  배송도 빨라서 좋아요 ,digital
잘 쓰고 있습니다  ,digital
핸폰으로 찍은 사진 바로 뽑아서 방안에 꾸밀수있어 좋아요 ,digital
시트지가 여러번 걸리네요    사진도 빨갛게 나오고 교환 가능한가요 ,digital
카트리지와 인화지만 따로 구입할 수 있어서 좋아요 배송이 빨랐어요,digital
다른 곳 대비 저렴하게 구입할 수 있습니다  포장도 엄청 꼼꼼하게 왔어요  ,digital
예뻐요 아이들이 좋아해요,digital
만족합니다    굿굿,digital
인터넷몰보다 더 저렴하게 구입했어요,digital
추억남기기에 딱 좋아요,digital
괜찮아요 괜찮아요 좋아요,digital
항상구매하던제품이라믿고구매,digital
사용하던거 잘 샀어요 ,digital
굿굿 빠른배송감사,digital
잘 쓰고 있음 만족해요,digital
카메라필름이 다 떨어져서 구매했어요 싸고 좋아요,digital
여기가 제일 저렴한 것 같아요   꾸준히 애용하겠습니다 또 곧 사야겠네요   ,digital
언제나 잘 사용한다네 고맙다네,digital
카트리지 필요해서  어요,digital
항상 잘 쓰고있어요 좋아요,digital
딸아이가 사고싶다해서 구입했는데 좋다네요,digital
좋아요   좋아요   ,digital
아이와의 추억을 기록 하기좋아요,digital
딸이필요하다해서 사줬는데 좋아하네요,digital
  장정도 카트리지 하자가 있었습니다  ,digital
절 살게요 감사합키다,digital
양도많고 좋아요 가격도 다른곳보다 저렴,digital
카트리지가 하자 있는게 몇개 있어서  장 정도는 날렷러요   ,digital
아직 사용전이지만 명품 코닥 필름의 명성대로 좋은 사진을 현상하고 싶어요  가격이 조금만 더 저렴하면 좋겠어요  ,digital
저렴하게 구입하고 갑니다  ,digital
너무 잘 사용하고 있어요  배송도 빠르고   많이 구매해서 아직도 쓰고 있어요  다 쓰면 또 구매하려구요,digital
재 구매 했습니다  선물 받은 여자친구가 너무 좋아하고  온 가족이 다 좋아합니다,digital
적당히 저렴하게 잘 산 것 같아요 ,digital
아이 사진 인화는 코닥이쥬,digital
급하게 필요했는데 배송두 빠르게 왔네요,digital
저렴하게 잘 구매했습니다 ,digital
동생이 사서 쓰지만 후기는 내가 올림  여친이랑 쓰려고 동생이 샀지만 헤어져서 내가 씀 ,digital
저렴한 가격에 구매 할 수 있어 좋았습니다 ,digital
저렴한 가격에 구매 할 수 있어 좋았습니다 ,digital
코닥 필름 배송 굳,digital
좋은제품 저렴하게 잘구매합니다,digital
교체도 간편하고 사진도 선명하게 잘 나와요,digital
아기가 태어나서 같이 사진찍고 뽑기 너무 좋아요,digital
배송도빠르고 가격도 저렴하고 여기서 계속 구매할 생각입니다,digital
저렴한 가격에 구매 할 수 있어 좋았습니다 ,digital
원래 쓰던 제품인데 여기가 젤 저렴해요,digital
할인도 많이하구 빠름배송 굿,digital
배송도빠르고 가격도 저렴하고 좋아요,digital
배송도 너무빠르고 제품도 무사히 잘도착하엿습니당 ,digital
     넘 금방 써요,digital
미니샷 필름이 다 떨어져서 구매했어용 좋아요,digital
원래 계속 쓰던건데 여기가 젤 싸서 주문해요 ,digital
잘 쓰고 있습니다 ,digital
배송도 빠르고 완충제에 잘포장돼서 왔습니다 ,digital
좋은상품이였습니다 ,digital
저렴하게 사서 좋아요,digital
잘 쓰고 있습니다 여기가 제일 저렴한 것 같아요,digital
원래 계속 쓰던거에여 좋아요,digital
잘쓸게요 잘쓸게요 잘쓸게요,digital
